Nama Bahan Makanan,Air,Energi,Protein,Lemak,Karbohidrat,Serat,Abu,Kalsium,Fosfor,Besi,Natrium,Kalium,Tembaga,Seng,Retinol,Beta-karoten,Karoten total,Vitamin B1,Vitamin B2,Niasin,Vitamin C,BDD,Mentah/Olahan,Kelompok Makanan
"Chicken,Broilers Or Fryers,Drumstk,Meat&Skn,Ckd,Fried,Flr",,245.0,26.96,13.72,1.63,,,12.0,,1.34,89.0,229.0,,,,,,,,,0.0,,,
"Chicken,Broilers Or Fryers,Drumstk,Meat&Skn,Ckd,Rstd",,186.0,22.58,9.96,0.0,,,12.0,,0.97,114.0,256.0,,,,,,,,,0.0,,,
"Chicken,Broilers Or Fryers,Drumstk,Meat&Skn,Ckd,Stwd",,204.0,25.32,10.64,0.0,,,11.0,,1.33,76.0,184.0,,,,,,,,,0.0,,,
"Chicken,Broilers Or Fryers,Dk Meat,Drumstk,Meat Only,Raw",,115.0,18.84,3.82,0.0,,,10.0,,0.67,112.0,240.0,,,,,,,,,0.0,,,
"Chicken,Broilers Or Fryers,Drumstk,Meat Only,Ckd,Fried",,195.0,28.62,8.08,0.0,,,12.0,,1.32,96.0,249.0,,,,,,,,,0.0,,,
"Chicken,Broilers Or Fryers,Dk Meat,Drumstk,Meat Only,Ckd,Rst",,149.0,23.36,5.49,0.0,,,12.0,,0.98,118.0,265.0,,,,,,,,,0.0,,,
"Chicken,Broilers Or Fryers,Drumstk,Meat Only,Ckd,Stwd",,169.0,27.5,5.71,0.0,,,11.0,,1.37,80.0,199.0,,,,,,,,,0.0,,,
"Chicken,Broilers Or Fryers,Leg,Meat&Skn,Raw",,214.0,16.37,15.95,0.17,,,9.0,,0.69,84.0,203.0,,,,,,,,,0.2,,,
"Chicken,Broilers Or Fryers,Leg,Meat&Skn,Ckd,Fried,Batter",,273.0,21.77,16.17,8.72,,,18.0,,1.4,279.0,189.0,,,,,,,,,0.0,,,
"Chicken,Broilers Or Fryers,Leg,Meat&Skn,Ckd,Fried,Flr",,254.0,26.84,14.43,2.5,,,13.0,,1.43,88.0,233.0,,,,,,,,,0.0,,,
"Chicken,Broilers Or Fryers,Leg,Meat&Skn,Ckd,Rstd",,184.0,24.03,8.99,0.0,,,12.0,,1.09,98.0,264.0,,,,,,,,,0.0,,,
"Chicken,Broilers Or Fryers,Leg,Meat&Skn,Ckd,Stwd",,220.0,24.17,12.92,0.0,,,11.0,,1.35,73.0,176.0,,,,,,,,,0.0,,,
"Chicken,Broilers Or Fryers,Leg,Meat Only,Raw",,120.0,19.16,4.22,0.0,,,10.0,,0.78,96.0,238.0,,,,,,,,,0.0,,,
"Chicken,Broilers Or Fryers,Leg,Meat Only,Ckd,Fried",,208.0,28.38,9.32,0.65,,,13.0,,1.4,96.0,254.0,,,,,,,,,0.0,,,
"Chicken,Broilers Or Fryers,Leg,Meat Only,Ckd,Rstd",,174.0,24.22,7.8,0.0,,,12.0,,1.08,99.0,269.0,,,,,,,,,0.0,,,
"Chicken,Broilers Or Fryers,Leg,Meat Only,Ckd,Stwd",,185.0,26.26,8.06,0.0,,,11.0,,1.4,78.0,190.0,,,,,,,,,0.0,,,
"Chicken,Broilers Or Fryers,Neck,Meat&Skn,Raw",,297.0,14.07,26.24,0.0,,,18.0,,1.9,64.0,137.0,,,,,,,,,0.0,,,
"Chicken,Broilers Or Fryers,Neck,Meat&Skn,Ckd,Fried,Batter",,330.0,19.82,23.52,8.7,,,31.0,,2.15,276.0,151.0,,,,,,,,,0.0,,,
"Chicken,Broilers Or Fryers,Neck,Meat&Skn,Ckd,Fried,Flr",,332.0,24.01,23.61,4.24,,,31.0,,2.42,82.0,180.0,,,,,,,,,0.0,,,
"Chicken,Broilers Or Fryers,Neck,Meat&Skn,Ckd Simmrd",,247.0,19.61,18.1,0.0,,,27.0,,2.3,52.0,108.0,,,,,,,,,0.0,,,
"Chicken,Broilers Or Fryers,Neck,Meat Only,Raw",,154.0,17.55,8.78,0.0,,,27.0,,2.06,81.0,175.0,,,,,,,,,0.0,,,
"Chicken,Broilers Or Fryers,Neck,Meat Only,Ckd,Fried",,229.0,26.87,11.88,1.77,,,41.0,,2.98,99.0,213.0,,,,,,,,,0.0,,,
"Chicken,Broilers Or Fryers,Neck,Meat Only,Ckd,Simmrd",,179.0,24.56,8.18,0.0,,,44.0,,2.63,64.0,140.0,,,,,,,,,0.0,,,
"Chicken,Broilers Or Fryers,Thigh,Meat&Skn,Raw",,219.0,16.24,16.61,0.25,,,8.0,,0.67,77.0,205.0,,,,,,,,,0.0,,,
"Chicken,Broilers Or Fryers,Thigh,Meat&Skn,Ckd,Fried,Batter",,277.0,21.61,16.53,9.08,,,18.0,,1.45,288.0,192.0,,,,,,,,,0.0,,,
"Chicken,Broilers Or Fryers,Thigh,Meat&Skn,Ckd,Fried,Flr",,262.0,26.75,14.98,3.18,,,14.0,,1.49,88.0,237.0,,,,,,,,,0.0,,,
"Chicken,Broilers Or Fryers,Thigh,Meat&Skn,Ckd,Rstd",,229.0,22.63,14.81,0.0,,,10.0,,1.05,86.0,260.0,,,,,,,,,0.0,,,
"Chicken,Broilers Or Fryers,Thigh,Meat&Skn,Ckd,Stwd",,232.0,23.26,14.74,0.0,,,11.0,,1.37,71.0,170.0,,,,,,,,,0.0,,,
"Chicken,Broilers Or Fryers,Dk Meat,Thigh,Meat Only,Raw",,119.0,19.26,4.11,0.0,,,9.0,,0.8,89.0,245.0,,,,,,,,,0.0,,,
"Chicken,Broilers Or Fryers,Thigh,Meat Only,Ckd,Fried",,218.0,28.18,10.3,1.18,,,13.0,,1.46,95.0,259.0,,,,,,,,,0.0,,,
"Chicken,Broilers Or Fryers,Thigh,Meat Only,Ckd,Rstd",,177.0,23.99,8.27,0.0,,,10.0,,1.08,87.0,277.0,,,,,,,,,0.0,,,
"Chicken,Broilers Or Fryers,Thigh,Meat Only,Ckd,Stwd",,195.0,25.0,9.79,0.0,,,11.0,,1.42,75.0,183.0,,,,,,,,,0.0,,,
"Chicken,Broilers Or Fryers,Wing,Meat&Skn,Raw",,222.0,18.33,15.97,0.0,,,12.0,,0.95,73.0,156.0,,,,,,,,,0.7,,,
"Chicken,Broilers Or Fryers,Wing,Meat&Skn,Ckd,Fried,Batter",,324.0,19.87,21.81,10.94,,,20.0,,1.29,320.0,138.0,,,,,,,,,0.0,,,
"Chicken,Broilers Or Fryers,Wing,Meat&Skn,Ckd,Fried,Flr",,321.0,26.11,22.16,2.39,,,15.0,,1.25,77.0,177.0,,,,,,,,,0.0,,,
"Chicken,Broilers Or Fryers,Wing,Meat&Skn,Ckd,Rstd",,290.0,26.86,19.46,0.0,,,15.0,,1.27,82.0,184.0,,,,,,,,,0.0,,,
"Chicken,Broilers Or Fryers,Wing,Meat&Skn,Ckd,Stwd",,249.0,22.78,16.82,0.0,,,12.0,,1.13,67.0,139.0,,,,,,,,,0.0,,,
"Chicken,Broilers Or Fryers,Wing,Meat Only,Raw",,126.0,21.97,3.54,0.0,,,13.0,,0.88,81.0,194.0,,,,,,,,,1.2,,,
"Chicken,Broilers Or Fryers,Wing,Meat Only,Ckd,Fried",,211.0,30.15,9.15,0.0,,,15.0,,1.14,91.0,208.0,,,,,,,,,0.0,,,
"Chicken,Broilers Or Fryers,Wing,Meat Only,Ckd,Rstd",,203.0,30.46,8.13,0.0,,,16.0,,1.16,92.0,210.0,,,,,,,,,0.0,,,
"Chicken,Broilers Or Fryers,Wing,Meat Only,Ckd,Stwd",,181.0,27.18,7.18,0.0,,,13.0,,1.12,73.0,153.0,,,,,,,,,0.0,,,
"Chicken,Roasting,Meat&Skn&Giblets&Neck,Raw",,213.0,17.09,15.46,0.09,,,10.0,,1.37,69.0,196.0,,,,,,,,,2.4,,,
"Chicken,Roasting,Meat&Skn&Giblets&Neck,Ckd,Rstd",,220.0,23.96,13.07,0.05,,,13.0,,1.61,71.0,204.0,,,,,,,,,0.4,,,
"Chicken,Roasting,Meat&Skn,Raw",,216.0,17.14,15.85,0.0,,,10.0,,1.01,68.0,196.0,,,,,,,,,0.0,,,
"Chicken,Roasting,Meat&Skn,Ckd,Rstd",,223.0,23.97,13.39,0.0,,,12.0,,1.26,73.0,211.0,,,,,,,,,0.0,,,
"Chicken,Roasting,Meat Only,Raw",,111.0,20.33,2.7,0.0,,,10.0,,1.03,75.0,238.0,,,,,,,,,0.0,,,
"Chicken,Roasting,Meat Only,Ckd,Rstd",,167.0,25.01,6.63,0.0,,,12.0,,1.21,75.0,229.0,,,,,,,,,0.0,,,
"Chicken,Roasting,Giblets,Raw",,127.0,18.14,5.04,1.14,,,10.0,,5.4,77.0,227.0,,,,,,,,,13.1,,,
"Chicken,Roasting,Giblets,Ckd,Simmrd",,165.0,26.77,5.22,0.86,,,12.0,,6.09,60.0,160.0,,,,,,,,,6.5,,,
"Chicken,Roasting,Lt Meat,Meat Only,Raw",,109.0,22.2,1.63,0.0,,,11.0,,0.89,51.0,252.0,,,,,,,,,0.0,,,
"Chicken,Roasting,Lt Meat,Meat Only,Ckd,Rstd",,153.0,27.13,4.07,0.0,,,13.0,,1.08,51.0,236.0,,,,,,,,,0.0,,,
"Chicken,Roasting,Dk Meat,Meat Only,Raw",,113.0,18.74,3.61,0.0,,,9.0,,1.15,95.0,227.0,,,,,,,,,0.0,,,
"Chicken,Roasting,Dk Meat,Meat Only,Ckd,Rstd",,178.0,23.25,8.75,0.0,,,11.0,,1.33,95.0,224.0,,,,,,,,,0.0,,,
"Chicken,Stewing,Meat&Skn,&Giblets&Neck,Raw",,251.0,17.48,19.52,0.19,,,10.0,,1.51,71.0,204.0,,,,,,,,,3.1,,,
"Chicken,Stewing,Meat & Skn,& Giblets & Neck,Ckd,Stwd",,214.0,24.88,11.91,0.0,,,13.0,,1.64,67.0,171.0,,,,,,,,,1.0,,,
"Chicken,Stewing,Meat&Skn,Raw",,258.0,17.55,20.33,0.0,,,10.0,,1.04,71.0,204.0,,,,,,,,,0.0,,,
"Chicken,Stewing,Meat&Skn,Ckd,Stwd",,285.0,26.88,18.87,0.0,,,13.0,,1.37,73.0,182.0,,,,,,,,,0.0,,,
"Chicken,Stewing,Meat Only,Raw",,148.0,21.26,6.32,0.0,,,10.0,,1.09,79.0,251.0,,,,,,,,,3.3,,,
"Chicken,Stewing,Meat Only,Ckd,Stwd",,237.0,30.42,11.89,0.0,,,13.0,,1.43,78.0,202.0,,,,,,,,,0.0,,,
"Chicken,Stewing,Giblets,Raw",,168.0,17.89,9.21,2.13,,,10.0,,5.93,77.0,226.0,,,,,,,,,11.4,,,
"Chicken,Stewing,Giblets,Ckd,Simmrd",,194.0,25.73,9.3,0.11,,,13.0,,6.44,56.0,154.0,,,,,,,,,5.5,,,
"Chicken,Stewing,Lt Meat,Meat Only,Raw",,137.0,23.1,4.21,0.0,,,11.0,,0.92,53.0,261.0,,,,,,,,,1.8,,,
"Chicken,Stewing,Lt Meat,Meat Only,Ckd,Stwd",,213.0,33.04,7.98,0.0,,,14.0,,1.19,58.0,199.0,,,,,,,,,0.0,,,
"Chicken,Stewing,Dk Meat,Meat Only,Raw",,157.0,19.7,8.12,0.0,,,10.0,,1.22,101.0,242.0,,,,,,,,,4.6,,,
"Chicken,Stewing,Dk Meat,Meat Only,Ckd,Stwd",,258.0,28.14,15.28,0.0,,,12.0,,1.64,95.0,204.0,,,,,,,,,0.0,,,
"Chicken,Capons,Meat&Skn&Giblets&Neck,Raw",,232.0,18.51,16.9,0.08,,,11.0,,1.41,47.0,213.0,,,,,,,,,2.6,,,
"Chicken,Capons,Meat&Skn&Giblets&Neck,Ckd,Rstd",,226.0,28.35,11.67,0.04,,,15.0,,1.79,50.0,243.0,,,,,,,,,0.4,,,
"Chicken,Capons,Meat&Skn,Raw",,234.0,18.77,17.07,0.0,,,11.0,,1.09,45.0,217.0,,,,,,,,,1.7,,,
"Chicken,Capons,Meat&Skn,Ckd,Rstd",,229.0,28.96,11.65,0.0,,,14.0,,1.49,49.0,255.0,,,,,,,,,0.0,,,
"Chicken,Capons,Giblets,Raw",,130.0,18.28,5.18,1.42,,,10.0,,6.25,77.0,226.0,,,,,,,,,18.4,,,
"Chicken,Capons,Giblets,Ckd,Simmrd",,164.0,26.39,5.4,0.76,,,13.0,,6.8,55.0,153.0,,,,,,,,,9.0,,,
"Duck,Domesticated,Meat&Skn,Raw",,404.0,11.49,39.34,0.0,,,11.0,,2.4,63.0,209.0,,,,,,,,,2.8,,,
"Duck,Domesticated,Meat&Skn,Ckd,Rstd",,337.0,18.99,28.35,0.0,,,11.0,,2.7,59.0,204.0,,,,,,,,,0.0,,,
"Duck,Domesticated,Meat Only,Raw",,135.0,18.28,5.95,0.94,,,11.0,,2.4,74.0,271.0,,,,,,,,,5.8,,,
"Duck,Domesticated,Meat Only,Ckd,Rstd",,201.0,23.48,11.2,0.0,,,12.0,,2.7,65.0,252.0,,,,,,,,,0.0,,,
"Duck,Domesticated,Liver,Raw",,136.0,18.74,4.64,3.53,,,11.0,,30.53,140.0,230.0,,,,,,,,,4.5,,,
"Duck,Wild,Meat&Skn,Raw",,211.0,17.42,15.2,0.0,,,5.0,,4.16,56.0,249.0,,,,,,,,,5.2,,,
"Duck,Wild,Breast,Meat Only,Raw",,123.0,19.85,4.25,0.0,,,3.0,,4.51,57.0,268.0,,,,,,,,,6.2,,,
"Goose,Domesticated,Meat&Skn,Raw",,371.0,15.86,33.62,0.0,,,12.0,,2.5,73.0,308.0,,,,,,,,,4.2,,,
"Goose,Domesticated,Meat&Skn,Ckd,Rstd",,305.0,25.16,21.92,0.0,,,13.0,,2.83,70.0,329.0,,,,,,,,,0.0,,,
"Goose,Domesticated,Meat Only,Raw",,161.0,22.75,7.13,0.0,,,13.0,,2.57,87.0,420.0,,,,,,,,,7.2,,,
"Goose,Domesticated,Meat Only,Ckd,Rstd",,238.0,28.97,12.67,0.0,,,14.0,,2.87,76.0,388.0,,,,,,,,,0.0,,,
"Goose,Liver,Raw",,133.0,16.37,4.28,6.32,,,43.0,,30.53,140.0,230.0,,,,,,,,,4.5,,,
"Guinea Hen,Meat&Skn,Raw",,158.0,23.4,6.45,0.0,,,11.0,,0.84,67.0,193.0,,,,,,,,,1.3,,,
"Guinea Hen,Meat Only,Raw",,110.0,20.64,2.47,0.0,,,11.0,,0.77,69.0,220.0,,,,,,,,,1.7,,,
"Pheasant,Raw,Meat&Skn",,181.0,22.7,9.29,0.0,,,12.0,,1.15,40.0,243.0,,,,,,,,,5.3,,,
"Pheasant,Raw,Meat Only",,133.0,23.57,3.64,0.0,,,13.0,,1.15,37.0,262.0,,,,,,,,,6.0,,,
"Pheasant,Breast,Meat Only,Raw",,133.0,24.37,3.25,0.0,,,3.0,,0.79,33.0,242.0,,,,,,,,,6.0,,,
"Pheasant,Leg,Meat Only,Raw",,134.0,22.2,4.3,0.0,,,29.0,,1.78,45.0,296.0,,,,,,,,,6.0,,,
"Quail,Meat And Skin,Raw",,192.0,19.63,12.05,0.0,,,13.0,,3.97,53.0,216.0,,,,,,,,,6.1,,,
"Quail,Meat Only,Raw",,134.0,21.76,4.53,0.0,,,13.0,,4.51,51.0,237.0,,,,,,,,,7.2,,,
"Quail,Breast,Meat Only,Raw",,123.0,22.59,2.99,0.0,,,10.0,,2.31,55.0,260.0,,,,,,,,,5.1,,,
"Squab,(Pigeon),Meat&Skn,Raw",,294.0,18.47,23.8,0.0,,,12.0,,3.54,54.0,199.0,,,,,,,,,5.2,,,
"Squab,(Pigeon),Meat Only,Raw",,142.0,17.5,7.5,0.0,,,13.0,,4.51,51.0,237.0,,,,,,,,,7.2,,,
"Squab,(Pigeon),Lt Meat Wo/Skn,Raw",,134.0,21.76,4.52,0.0,,,10.0,,2.31,55.0,260.0,,,,,,,,,5.1,,,
"Turkey,All Classes,Meat&Skn&Giblets&Neck,Raw",,157.0,20.37,7.77,0.08,,,15.0,,1.69,67.0,269.0,,,,,,,,,0.2,,,
"Turkey,All Classes,Meat&Skn&Giblets&Neck,Ckd,Rstd",,205.0,27.98,9.45,0.07,,,26.0,,2.01,67.0,272.0,,,,,,,,,0.1,,,
"Turkey,All Classes,Meat&Skn,Raw",,160.0,20.42,8.02,0.0,,,15.0,,1.43,65.0,266.0,,,,,,,,,0.0,,,
"Turkey,All Classes,Meat&Skn,Ckd,Rstd",,208.0,28.1,9.73,0.0,,,26.0,,1.79,68.0,280.0,,,,,,,,,0.0,,,
"Turkey,All Classes,Meat Only,Raw",,120.0,21.77,2.86,0.24,,,14.0,,1.45,70.0,296.0,,,,,,,,,0.0,,,
"Turkey,All Classes,Meat Only,Ckd,Rstd",,170.0,29.32,4.97,0.0,,,25.0,,1.78,70.0,298.0,,,,,,,,,0.0,,,
"Turkey,All Classes,Skn Only,Raw",,389.0,12.71,36.91,0.43,,,18.0,,1.35,36.0,102.0,,,,,,,,,0.0,,,
"Turkey,All Classes,Skn Only,Ckd,Rstd",,443.0,19.7,39.66,0.33,,,35.0,,1.79,53.0,160.0,,,,,,,,,0.0,,,
"Turkey,All Classes,Giblets,Raw",,129.0,19.36,4.2,2.09,,,8.0,,6.84,87.0,316.0,,,,,,,,,3.8,,,
"Turkey,All Classes,Giblets,Ckd,Simmrd,Some Giblet Fat",,199.0,20.89,11.86,0.8,,,6.0,,7.71,64.0,270.0,,,,,,,,,13.7,,,
"Turkey,Gizzard,All Classes,Raw",,118.0,19.14,4.58,0.0,,,6.0,,4.31,72.0,322.0,,,,,,,,,6.2,,,
"Turkey,Gizzard,All Classes,Ckd,Simmrd",,129.0,21.72,3.87,0.38,,,7.0,,4.95,67.0,332.0,,,,,,,,,6.3,,,
"Turkey,Heart,All Classes,Raw",,113.0,17.13,4.79,0.41,,,6.0,,4.18,94.0,295.0,,,,,,,,,3.0,,,
"Turkey,Heart,All Classes,Ckd,Simmrd",,136.0,21.47,4.64,0.68,,,7.0,,5.2,90.0,291.0,,,,,,,,,2.8,,,
"Turkey,Liver,All Classes,Raw",,228.0,17.84,16.36,2.26,,,5.0,,12.0,71.0,255.0,,,,,,,,,24.5,,,
"Turkey,Liver,All Classes,Ckd,Simmrd",,273.0,20.02,20.54,1.21,,,5.0,,10.7,56.0,211.0,,,,,,,,,22.6,,,
"Turkey,All Classes,Neck,Meat Only,Raw",,135.0,20.14,5.42,0.0,,,34.0,,2.0,93.0,302.0,,,,,,,,,0.0,,,
"Turkey,All Classes,Neck,Meat Only,Ckd,Simmrd",,180.0,26.84,7.26,0.1,,,37.0,,2.3,56.0,149.0,,,,,,,,,0.0,,,
"Turkey,All Classes,Lt Meat,Meat&Skn,Raw",,159.0,21.64,7.36,0.0,,,13.0,,1.21,59.0,271.0,,,,,,,,,0.0,,,
"Turkey,All Classes,Lt Meat,Meat&Skn,Ckd,Rstd",,197.0,28.57,8.33,0.0,,,21.0,,1.41,63.0,285.0,,,,,,,,,0.0,,,
"Turkey,All Classes,Dk Meat,Meat&Skn,Raw",,160.0,18.92,8.8,0.0,,,17.0,,1.69,71.0,261.0,,,,,,,,,0.0,,,
"Turkey,All Classes,Dk Meat,Meat&Skn,Ckd,Rstd",,221.0,27.49,11.54,0.0,,,33.0,,2.27,76.0,274.0,,,,,,,,,0.0,,,
"Turkey,All Classes,Lt Meat,Raw",,115.0,23.56,1.56,0.0,,,12.0,,1.19,63.0,305.0,,,,,,,,,0.0,,,
"Turkey,All Classes,Lt Meat,Ckd,Rstd",,157.0,29.9,3.22,0.0,,,19.0,,1.35,64.0,305.0,,,,,,,,,0.0,,,
"Turkey,All Classes,Dk Meat,Raw",,125.0,20.07,4.38,0.0,,,17.0,,1.75,77.0,286.0,,,,,,,,,0.0,,,
"Turkey,All Classes,Dk Meat,Ckd,Rstd",,188.0,28.57,7.22,0.1,,,32.0,,2.33,79.0,290.0,,,,,,,,,0.0,,,
"Turkey,All Classes,Back,Meat&Skn,Raw",,196.0,18.11,13.11,0.0,,,17.0,,1.63,66.0,236.0,,,,,,,,,0.0,,,
"Turkey,All Classes,Back,Meat&Skn,Ckd,Rstd",,244.0,26.59,14.38,0.16,,,33.0,,2.19,73.0,260.0,,,,,,,,,0.0,,,
"Turkey,All Classes,Breast,Meat&Skn,Raw",,157.0,21.89,7.02,0.0,,,13.0,,1.2,59.0,275.0,,,,,,,,,0.0,,,
"Turkey,All Classes,Breast,Meat&Skn,Ckd,Rstd",,189.0,28.71,7.41,0.0,,,21.0,,1.4,63.0,288.0,,,,,,,,,0.0,,,
"Turkey,All Classes,Leg,Meat&Skn,Raw",,144.0,19.54,6.72,0.0,,,17.0,,1.72,74.0,273.0,,,,,,,,,0.0,,,
"Turkey,All Classes,Leg,Meat&Skn,Ckd,Rstd",,208.0,27.87,9.82,0.13,,,32.0,,2.3,77.0,280.0,,,,,,,,,0.0,,,
"Turkey,All Classes,Wing,Meat&Skn,Raw",,197.0,20.22,12.32,0.0,,,14.0,,1.26,55.0,240.0,,,,,,,,,0.0,,,
"Turkey,All Classes,Wing,Meat&Skn,Ckd,Rstd",,229.0,27.38,12.43,0.0,,,24.0,,1.46,61.0,266.0,,,,,,,,,0.0,,,
"Turkey,Fryer-Roasters,Meat&Skn&Giblets&Neck,Raw",,133.0,22.15,4.25,0.05,,,13.0,,1.75,61.0,246.0,,,,,,,,,0.2,,,
"Turkey,Fryer-Roasters,Meat&Skn&Giblets&Neck,Ckd,Rstd",,171.0,28.08,5.64,0.04,,,23.0,,2.22,65.0,242.0,,,,,,,,,0.1,,,
"Turkey,Fryer-Roasters,Meat&Skn,Raw",,134.0,22.37,4.25,0.0,,,13.0,,1.42,58.0,243.0,,,,,,,,,0.0,,,
"Turkey,Fryer-Roasters,Meat&Skn,Ckd,Rstd",,172.0,28.26,5.72,0.0,,,22.0,,1.95,66.0,250.0,,,,,,,,,0.0,,,
"Turkey,Fryer-Roasters,Meat Only,Raw",,110.0,22.32,1.58,0.0,,,12.0,,1.44,61.0,260.0,,,,,,,,,0.0,,,
"Turkey,Fryer-Roasters,Meat Only,Ckd,Rstd",,150.0,29.56,2.63,0.0,,,20.0,,1.96,67.0,263.0,,,,,,,,,0.0,,,
"Turkey,Fryer-Roasters,Skn Only,Raw",,283.0,16.6,23.54,0.0,,,19.0,,1.29,35.0,121.0,,,,,,,,,0.0,,,
"Turkey,Fryer-Roasters,Skn Only,Ckd,Rstd",,299.0,20.94,23.28,0.0,,,35.0,,1.86,61.0,181.0,,,,,,,,,0.0,,,
"Turkey,Fryer-Roasters,Lt Meat,Meat&Skn,Raw",,133.0,23.09,3.81,0.0,,,12.0,,1.23,50.0,253.0,,,,,,,,,0.0,,,
"Turkey,Fryer-Roasters,Lt Meat,Meat&Skn,Ckd,Rstd",,164.0,28.77,4.58,0.0,,,18.0,,1.61,57.0,262.0,,,,,,,,,0.0,,,
"Turkey,Fryer-Roasters,Dk Meat,Meat&Skn,Raw",,129.0,20.06,4.79,0.0,,,14.0,,1.62,66.0,232.0,,,,,,,,,0.0,,,
"Turkey,Fryer-Roasters,Dk Meat,Meat&Skn,Ckd,Rstd",,182.0,27.69,7.06,0.0,,,27.0,,2.33,76.0,237.0,,,,,,,,,0.0,,,
"Turkey,Fryer-Roasters,Lt Meat,Meat Only,Raw",,108.0,24.18,0.49,0.0,,,10.0,,1.22,52.0,276.0,,,,,,,,,0.0,,,
"Turkey,Fryer-Roasters,Lt Meat,Meat Only,Ckd,Rstd",,140.0,30.19,1.18,0.0,,,15.0,,1.57,56.0,277.0,,,,,,,,,0.0,,,
"Turkey,Fryer-Roasters,Dk Meat,Meat Only,Raw",,111.0,20.46,2.67,0.0,,,13.0,,1.66,69.0,244.0,,,,,,,,,0.0,,,
"Turkey,Fryer-Roasters,Dk Meat,Meat Only,Ckd,Rstd",,162.0,28.84,4.31,0.0,,,26.0,,2.41,79.0,246.0,,,,,,,,,0.0,,,
"Turkey,Fryer-Roasters,Back,Meat&Skn,Raw",,151.0,19.89,7.27,0.0,,,19.0,,1.4,60.0,204.0,,,,,,,,,0.0,,,
"Turkey,Fryer-Roasters,Back,Meat&Skn,Ckd,Rstd",,204.0,26.15,10.24,0.0,,,36.0,,1.85,70.0,208.0,,,,,,,,,0.0,,,
"Turkey,Fryer-Roasters,Back,Meat Only,Raw",,120.0,20.66,3.51,0.0,,,19.0,,1.44,65.0,222.0,,,,,,,,,0.0,,,
"Turkey,Fryer-Roasters,Back,Meat Only,Ckd,Rstd",,170.0,28.02,5.64,0.0,,,36.0,,1.85,73.0,217.0,,,,,,,,,0.0,,,
"Turkey,Fryer-Roasters,Breast,Meat&Skn,Raw",,125.0,23.76,2.65,0.0,,,11.0,,1.19,48.0,276.0,,,,,,,,,0.0,,,
"Turkey,Fryer-Roasters,Breast,Meat&Skn,Ckd,Rstd",,153.0,29.07,3.2,0.0,,,15.0,,1.57,53.0,279.0,,,,,,,,,0.0,,,
"Turkey,Fryer-Roasters,Breast,Meat Only,Raw",,111.0,24.6,0.65,0.0,,,10.0,,1.17,49.0,293.0,,,,,,,,,0.0,,,
"Turkey,Fryer-Roasters,Breast,Meat Only,Ckd,Rstd",,135.0,30.06,0.74,0.0,,,12.0,,1.53,52.0,292.0,,,,,,,,,0.0,,,
"Turkey,Fryer-Roasters,Leg,Meat&Skn,Raw",,118.0,20.13,3.57,0.0,,,11.0,,1.74,69.0,246.0,,,,,,,,,0.0,,,
"Turkey,Fryer-Roasters,Leg,Meat&Skn,Ckd,Rstd",,170.0,28.49,5.41,0.0,,,23.0,,2.59,80.0,252.0,,,,,,,,,0.0,,,
"Turkey,Fryer-Roasters,Leg,Meat Only,Raw",,108.0,20.35,2.37,0.0,,,10.0,,1.77,71.0,254.0,,,,,,,,,0.0,,,
"Turkey,Fryer-Roasters,Leg,Meat Only,Ckd,Rstd",,159.0,29.19,3.77,0.0,,,22.0,,2.66,81.0,258.0,,,,,,,,,0.0,,,
"Turkey,Fryer-Roasters,Wing,Meat&Skn,Raw",,159.0,20.85,7.72,0.0,,,14.0,,1.39,56.0,178.0,,,,,,,,,0.0,,,
"Turkey,Fryer-Roasters,Wing,Meat&Skn,Ckd,Rstd",,207.0,27.65,9.87,0.0,,,29.0,,1.81,73.0,196.0,,,,,,,,,0.0,,,
"Turkey,Fryer-Roasters,Wing,Meat Only,Raw",,106.0,22.49,1.12,0.0,,,12.0,,1.43,65.0,201.0,,,,,,,,,0.0,,,
"Turkey,Fryer-Roasters,Wing,Meat Only,Ckd,Rstd",,163.0,30.85,3.44,0.0,,,26.0,,1.78,78.0,204.0,,,,,,,,,0.0,,,
"Turkey,Young Hen,Meat&Skn&Giblets&Neck,Raw",,166.0,20.15,8.78,0.11,,,16.0,,1.89,63.0,267.0,,,,,,,,,0.2,,,
"Turkey,Young Hen,Meat&Skn&Giblets&Neck,Ckd,Rstd",,215.0,28.0,10.55,0.07,,,26.0,,1.97,63.0,272.0,,,,,,,,,0.1,,,
"Turkey,Young Hen,Meat&Skn,Raw",,168.0,20.18,9.09,0.0,,,15.0,,1.6,61.0,263.0,,,,,,,,,0.0,,,
"Turkey,Young Hen,Meat&Skn,Ckd,Rstd",,218.0,28.09,10.88,0.0,,,26.0,,1.78,64.0,282.0,,,,,,,,,0.0,,,
"Turkey,Young Hen,Meat Only,Raw",,122.0,21.76,3.18,0.0,,,15.0,,1.62,66.0,293.0,,,,,,,,,0.0,,,
"Turkey,Young Hen,Meat Only,Ckd,Rstd",,175.0,29.25,5.51,0.0,,,25.0,,1.76,67.0,299.0,,,,,,,,,0.0,,,
"Turkey,Young Hen,Skn Only,Raw",,417.0,11.79,40.62,0.0,,,19.0,,1.52,32.0,107.0,,,,,,,,,0.0,,,
"Turkey,Young Hen,Skn Only,Ckd,Rstd",,482.0,19.03,44.45,0.0,,,32.0,,1.82,44.0,155.0,,,,,,,,,0.0,,,
